交易 週別,交易 日數,開盤,最高,最低,收盤,漲跌,漲跌 (%),振幅 (%),成交張數,成交張數,成交金額,成交金額,法人買賣超(千張),法人買賣超(千張),法人買賣超(千張),法人買賣超(千張),外資 持股 (%),融資(千張),融資(千張),融券(千張),融券(千張),券資 比 (%)
24W21,5,157.5,173.5,155.0,161.0,3.5,2.22,11.7,0.34,0.07,0.55,0.11,0.01,0.0,0.0,0.01,0.42,,,,,
24W20,5,161.0,165.0,153.5,157.5,-3.5,-2.17,7.14,0.31,0.06,0.49,0.1,0.0,0.0,0.0,0.0,0.36,,,,,
24W19,5,163.0,167.5,154.5,161.0,-2.0,-1.23,7.98,0.37,0.07,0.59,0.12,0.0,0.0,0.0,0.0,0.36,,,,,
24W18,4,137.5,165.5,140.0,163.0,25.5,18.5,18.5,0.88,0.22,1.33,0.33,0.0,0.0,0.0,0.0,0.34,,,,,
24W17,5,136.0,139.0,121.5,137.5,1.5,1.1,12.9,0.53,0.11,0.7,0.14,0.01,0.0,0.0,0.01,0.35,,,,,
24W16,5,145.0,145.0,133.0,136.0,-9.0,-6.21,8.28,0.43,0.09,0.59,0.12,-0.01,0.0,0.0,-0.01,0.29,,,,,
24W15,5,148.5,150.5,134.5,145.0,-3.5,-2.36,10.8,0.77,0.15,1.09,0.22,0.04,0.0,0.0,0.04,0.33,,,,,
24W14,3,146.0,152.0,140.0,148.5,2.5,1.71,8.22,0.38,0.13,0.54,0.18,0.01,0.0,0.0,0.01,0.17,,,,,
24W13,5,130.5,147.5,130.5,146.0,15.5,11.9,13.0,0.81,0.16,1.14,0.23,0.0,0.0,0.0,0.0,0.11,,,,,
24W12,5,123.5,131.5,117.5,130.5,7.0,5.67,11.3,0.99,0.2,1.21,0.24,0.02,0.0,0.0,0.02,0.11,,,,,
24W11,5,130.5,141.5,118.5,123.5,-7.0,-5.36,17.6,1.15,0.23,1.49,0.3,0.0,0.0,0.0,0.0,0.03,,,,,
24W10,5,117.5,133.0,108.0,130.5,13.0,11.1,21.3,1.03,0.21,1.23,0.25,-0.01,0.0,0.0,-0.01,0.02,,,,,
24W09,4,96.9,120.5,92.2,117.5,20.6,21.3,29.2,0.96,0.24,1.02,0.26,0.01,0.0,0.0,0.01,0.06,,,,,
24W08,5,98.6,99.9,90.4,96.9,-1.7,-1.72,9.63,0.78,0.16,0.74,0.15,-0.01,0.0,0.0,-0.01,0.01,,,,,
24W07,2,92.5,100.5,93.0,98.6,6.1,6.59,8.11,0.58,0.29,0.56,0.28,0.0,0.0,0.0,0.0,0.03,,,,,
24W06,1,91.8,92.8,90.6,92.5,0.7,0.76,2.4,0.11,0.11,0.1,0.1,,,,,0.02,,,,,
24W05,5,94.4,94.7,88.7,91.8,-2.6,-2.75,6.36,0.71,0.14,0.65,0.13,0.0,0.0,0.0,0.0,0.02,,,,,
