交易 週別,交易 日數,開盤,最高,最低,收盤,漲跌,漲跌 (%),振幅 (%),成交張數,成交張數,成交金額,成交金額,法人買賣超(千張),法人買賣超(千張),法人買賣超(千張),法人買賣超(千張),外資 持股 (%),融資(千張),融資(千張),融券(千張),融券(千張),券資 比 (%)
24W16,5,163.5,166.0,149.5,154.0,-9.5,-5.81,10.1,0.89,0.18,1.38,0.28,0.0,0.0,0.0,0.0,0.02,,,,,
24W15,5,170.0,177.5,159.0,163.5,-6.5,-3.82,10.9,0.67,0.13,1.12,0.22,-0.01,0.0,0.0,-0.01,0.02,,,,,
24W14,3,169.5,172.5,166.5,170.0,0.5,0.29,3.54,0.31,0.1,0.52,0.17,-0.01,0.0,0.0,-0.01,0.03,,,,,
24W13,5,169.5,185.0,166.0,169.5,0.0,0.0,11.2,1.44,0.29,2.53,0.51,-0.02,0.0,0.0,-0.02,0.04,,,,,
24W12,5,159.5,174.5,158.0,169.5,10.0,6.27,10.3,0.9,0.18,1.5,0.3,0.0,0.0,0.0,0.0,0.06,,,,,
24W11,5,151.0,160.5,149.5,159.5,8.5,5.63,7.28,0.63,0.13,0.97,0.19,0.02,0.0,0.0,0.02,0.06,,,,,
24W10,5,158.5,161.5,149.0,151.0,-7.5,-4.73,7.89,0.87,0.17,1.34,0.27,0.0,0.0,0.0,0.0,0.04,,,,,
24W09,4,160.5,164.0,150.0,158.5,-2.0,-1.25,8.72,0.82,0.21,1.29,0.32,-0.01,0.0,0.0,-0.01,0.03,,,,,
24W08,5,166.0,177.5,157.0,160.5,-5.5,-3.31,12.3,1.48,0.3,2.44,0.49,-0.01,0.0,0.0,-0.01,0.04,,,,,
24W07,2,140.0,173.5,139.5,166.0,26.0,18.6,24.3,1.15,0.57,1.75,0.88,0.01,0.0,0.0,0.01,0.06,,,,,
24W06,1,135.0,140.0,134.5,140.0,5.0,3.7,4.07,0.3,0.3,0.42,0.42,,,,,0.04,,,,,
